user_id,acquisition_channel,total_revenue,pareto_revenue,cumulative_revenue,cum_users,cum_users_pct,cum_rev_pct
1001,employer_partner,342.49,342.49,342.49,1,3.747423646243208e-05,0.0008082224272295985
6843,employer_partner,326.64,326.64,669.13,2,7.494847292486416e-05,0.0015790413522501132
10291,employer_partner,321.21,321.21,990.3399999999999,3,0.00011242270938729624,0.0023370463329807018
5481,employer_partner,305.77,305.77,1296.11,4,0.00014989694584972832,0.0030586153468905803
19440,employer_partner,305.27,305.27,1601.3799999999999,5,0.00018737118231216038,0.003779004439595125
8407,organic,296.07,296.07,1897.4499999999998,6,0.00022484541877459247,0.004477682982121526
14986,employer_partner,293.71,293.71,2191.16,7,0.00026231965523702453,0.005170792296558752
7168,referral,290.69,290.69,2481.85,8,0.00029979389169945664,0.005856774886915761
15319,referral,290.68,290.68,2772.5299999999997,9,0.0003372681281618887,0.0065427338788486625
20993,employer_partner,287.61,287.61,3060.14,10,0.00037474236462432077,0.007221448154580815
13502,employer_partner,287.44,287.44,3347.58,11,0.0004122166010867529,0.007899761257103155
1669,referral,284.72,284.72,3632.3,12,0.00044969083754918494,0.008571655588268477
8828,referral,283.98,283.98,3916.28,13,0.000487165074011617,0.009241803636049905
14307,referral,283.97,283.97,4200.25,14,0.0005246393104740491,0.009911928085407227
16732,referral,280.71,280.71,4480.96,15,0.0005621135469364812,0.010574359448505771
8831,employer_partner,278.19,278.19,4759.15,16,0.0005995877833989133,0.011230844008729432
4204,referral,277.46,277.46,5036.61,17,0.0006370620198613453,0.011885605883993308
5035,employer_partner,276.45,276.45,5313.0599999999995,18,0.0006745362563237774,0.012537984318422407
23442,employer_partner,276.09,276.09,5589.15,19,0.0007120104927862095,0.013189513209583666
621,referral,275.86,275.86,5865.009999999999,20,0.0007494847292486415,0.013840499336990473
26070,employer_partner,274.66,274.66,6139.669999999999,21,0.0007869589657110736,0.014488653653504477
10993,referral,274.17,274.17,6413.839999999999,22,0.0008244332021735058,0.015135651647237255
18118,employer_partner,274.15,274.15,6687.989999999999,23,0.0008619074386359378,0.01578260244412182
